length_url,length_hostname,length_path,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_parameters,has_https,has_port,has_fragment,label
33,22,4,1,0,0,4,0,0,0,0,0,legitimate
70,22,41,2,5,0,4,0,0,0,0,0,legitimate
41,32,1,2,0,0,3,3,0,1,0,0,phishing
23,15,1,2,0,0,3,0,0,0,0,0,legitimate
64,19,38,1,1,0,7,3,0,0,0,0,legitimate
86,14,47,2,0,0,6,29,1,1,0,0,phishing
67,16,44,4,0,0,8,9,0,0,0,0,phishing
70,14,48,1,4,0,5,0,0,1,0,0,phishing
127,50,19,4,1,2,4,22,3,1,0,0,phishing
62,14,41,3,1,3,5,0,0,0,0,0,legitimate
24,15,1,2,0,0,3,0,0,1,0,0,legitimate
77,15,55,2,0,0,7,39,0,0,0,0,phishing
155,14,133,4,7,0,3,62,0,1,0,0,legitimate
55,36,12,5,2,0,3,9,0,0,0,0,legitimate
56,30,19,2,2,0,4,2,0,0,0,0,phishing
37,16,14,1,0,0,5,0,0,0,0,0,phishing
42,35,0,2,0,0,2,0,0,0,0,0,phishing
31,13,11,3,0,0,5,10,0,0,0,0,phishing
27,17,3,2,0,0,3,0,0,0,0,0,phishing
26,17,1,2,1,0,3,0,0,1,0,0,legitimate
39,15,17,2,0,0,6,4,0,0,0,0,phishing
113,24,31,3,0,0,4,19,2,0,0,0,phishing
23,15,1,2,1,0,3,6,0,0,0,0,legitimate
71,19,33,2,1,0,5,0,1,0,0,0,legitimate
41,33,1,2,0,0,3,0,0,0,0,0,phishing
47,20,20,2,0,0,5,0,0,0,0,0,legitimate
28,11,9,1,0,0,3,1,0,1,0,0,phishing
51,43,1,1,2,0,3,0,0,0,0,0,phishing
96,21,67,3,6,0,4,7,0,1,0,0,legitimate
61,16,38,2,1,1,6,0,0,0,0,0,phishing
76,50,19,4,1,0,4,11,0,0,0,0,phishing
61,40,14,2,1,0,3,0,0,0,0,0,legitimate
47,7,32,1,0,0,4,5,0,1,0,0,phishing
130,122,1,8,1,0,3,48,0,0,0,0,phishing
63,14,42,1,4,0,5,0,0,0,0,0,legitimate
45,17,21,1,1,0,4,0,0,0,0,0,phishing
35,26,1,2,1,0,3,0,0,1,0,0,phishing
81,16,57,3,7,0,4,1,0,1,0,0,legitimate
48,15,25,2,0,2,3,0,0,1,0,0,legitimate
23,14,1,2,0,0,3,0,0,1,0,0,phishing
44,26,11,4,0,0,3,0,0,0,0,0,legitimate
23,12,3,2,0,0,3,0,0,1,0,0,legitimate
106,19,80,2,1,0,9,20,0,0,0,0,legitimate
44,25,11,4,1,0,3,3,0,1,0,0,phishing
77,14,55,2,8,0,6,2,0,1,0,0,legitimate
30,11,11,1,0,0,3,0,0,1,0,0,phishing
56,20,29,2,1,0,4,10,0,0,0,0,phishing
89,16,66,2,0,4,6,0,0,0,0,0,legitimate
89,11,71,3,8,0,6,0,0,0,0,0,legitimate
43,15,6,2,0,0,3,2,1,1,0,0,phishing
111,14,89,7,0,2,10,7,0,1,0,0,legitimate
85,20,58,2,10,0,6,4,0,0,0,0,legitimate
83,33,42,4,5,0,5,6,0,1,0,0,legitimate
60,26,27,2,1,0,6,5,0,0,0,0,legitimate
68,16,45,2,0,2,6,0,0,0,0,0,legitimate
22,13,1,1,0,0,3,0,0,1,0,0,legitimate
21,12,1,1,0,0,3,0,0,1,0,0,phishing
61,14,40,2,3,0,4,0,0,0,0,0,legitimate
263,20,78,5,0,1,10,72,3,0,0,0,phishing
59,20,32,2,1,0,6,0,0,0,0,0,legitimate
168,12,148,2,1,0,4,24,0,1,0,0,legitimate
33,25,1,2,1,0,3,0,0,0,0,0,phishing
59,19,33,2,1,0,4,0,0,0,0,0,legitimate
37,14,16,3,0,0,4,0,0,0,0,0,phishing
30,16,6,2,0,0,3,0,0,1,0,0,phishing
136,50,20,4,1,2,5,18,3,1,0,0,legitimate
70,40,23,5,3,0,4,3,0,0,0,0,legitimate
30,21,1,2,0,0,3,0,0,1,0,0,legitimate
99,15,76,2,0,1,7,9,0,1,0,0,phishing
71,24,40,2,3,0,4,0,0,0,0,0,phishing
71,63,1,4,1,0,3,8,0,0,0,0,legitimate
51,31,13,1,2,0,4,1,0,0,0,0,phishing
57,49,1,5,2,0,3,0,0,0,0,0,legitimate
80,16,57,2,9,0,4,0,0,0,0,0,phishing
53,21,25,2,0,0,6,2,0,0,0,0,phishing
88,18,62,2,5,0,5,5,0,1,0,0,phishing
37,28,1,2,1,0,3,0,0,1,0,0,legitimate
41,24,10,2,0,0,4,1,0,0,0,0,phishing
96,37,52,3,1,1,7,0,0,0,0,0,legitimate
121,16,97,2,1,0,5,30,0,1,0,0,phishing
49,18,23,2,2,0,4,0,0,1,0,0,phishing
32,14,10,2,0,0,4,4,0,1,0,0,phishing
66,18,40,2,2,0,4,0,0,1,0,0,phishing
59,23,28,2,1,0,4,2,0,1,0,0,legitimate
149,17,40,4,1,1,8,11,3,0,0,0,legitimate
34,15,12,2,0,0,4,1,0,0,0,0,legitimate
102,25,70,2,4,0,4,0,0,0,0,0,legitimate
46,25,14,2,0,0,3,0,0,0,0,0,phishing
165,16,16,7,1,3,4,43,4,1,0,0,phishing
46,24,15,3,0,0,3,0,0,0,0,0,legitimate
27,19,1,2,0,0,3,0,0,0,0,0,legitimate
19,6,6,1,0,0,3,1,0,0,0,0,phishing
43,14,5,1,0,0,3,4,1,0,0,0,legitimate
177,32,138,16,0,0,5,14,0,0,0,0,legitimate
112,14,10,2,0,0,3,27,5,0,1,0,phishing
22,14,1,2,0,0,3,0,0,0,0,0,phishing
66,27,32,3,3,0,4,21,0,0,0,0,phishing
26,17,1,2,0,0,3,0,0,1,0,0,phishing
58,50,1,2,5,0,3,0,0,0,0,0,legitimate
119,14,98,1,4,0,4,52,0,0,0,0,phishing
25,18,0,2,0,0,2,0,0,0,0,0,legitimate
76,50,19,4,1,0,4,11,0,0,0,0,phishing
88,20,61,1,8,0,4,0,0,0,0,0,phishing
34,12,15,3,0,0,4,0,0,0,0,0,phishing
31,23,1,2,0,0,3,0,0,0,0,0,phishing
35,26,1,3,0,0,3,0,0,1,0,0,legitimate
29,21,1,1,0,0,3,0,0,0,0,0,phishing
131,54,20,5,1,2,5,23,3,0,0,0,phishing
24,16,1,2,1,0,3,0,0,0,0,0,legitimate
263,25,18,3,0,0,5,28,2,0,0,0,legitimate
32,15,9,2,0,0,3,1,0,1,0,0,phishing
79,23,49,2,1,0,7,22,0,0,0,0,legitimate
44,9,28,2,0,0,6,0,0,0,0,0,phishing
15,8,0,1,0,0,2,0,0,0,0,0,legitimate
119,42,20,4,0,2,5,26,3,0,0,0,phishing
63,19,37,2,1,0,8,0,0,0,0,0,phishing
126,50,20,4,1,2,5,21,3,1,0,0,legitimate
47,16,24,2,0,0,6,2,0,0,0,0,phishing
63,23,33,2,2,0,5,0,0,0,0,0,phishing
64,14,21,3,0,0,4,13,1,1,0,0,phishing
106,22,77,3,2,0,8,16,0,0,0,0,phishing
33,16,9,2,0,0,5,5,0,1,0,0,legitimate
26,18,0,1,0,0,2,0,0,1,0,0,legitimate
31,22,1,2,0,0,3,0,0,1,0,0,phishing
40,31,1,2,1,0,3,0,0,1,0,0,legitimate
32,25,0,2,0,0,2,0,0,0,0,0,legitimate
68,37,24,4,0,0,5,0,0,0,0,0,legitimate
27,16,4,2,0,0,4,1,0,0,0,0,phishing
59,10,42,2,1,0,8,0,0,0,0,0,phishing
37,28,1,3,0,0,3,0,0,1,0,0,phishing
30,21,1,2,0,0,3,0,0,1,0,0,phishing
96,20,69,4,0,0,10,0,0,0,0,0,phishing
37,29,1,2,0,0,3,2,0,0,0,0,legitimate
122,31,84,2,0,0,8,34,0,0,0,0,phishing
69,16,46,2,7,0,4,2,0,0,0,0,phishing
98,28,63,2,1,0,7,0,0,0,0,0,phishing
42,33,1,2,0,0,3,2,0,1,0,0,phishing
31,24,0,3,0,0,2,0,0,0,0,0,legitimate
58,17,34,3,2,0,3,0,0,0,0,0,legitimate
26,17,1,2,0,0,3,0,0,1,0,0,legitimate
67,18,42,3,0,0,6,2,0,0,0,0,legitimate
112,12,93,3,1,0,10,1,0,0,0,0,legitimate
40,23,10,5,0,0,3,0,0,0,0,0,legitimate
25,6,12,1,0,0,3,4,0,0,0,0,legitimate
19,11,1,1,0,0,3,0,0,0,0,0,phishing
550,25,54,5,24,7,5,194,10,1,0,0,legitimate
19,10,1,2,0,0,3,0,0,1,0,0,phishing
41,21,12,3,1,0,3,0,0,1,0,0,legitimate
31,23,1,2,1,0,3,0,0,0,0,0,legitimate
67,15,45,2,2,0,3,5,0,0,0,0,legitimate
55,17,31,3,0,2,4,6,0,0,0,0,legitimate
44,14,23,3,0,0,5,7,0,0,0,0,legitimate
34,25,1,2,2,0,3,6,0,1,0,0,legitimate
57,18,31,3,2,0,4,4,0,1,0,0,legitimate
64,27,30,2,1,0,4,3,0,0,0,0,legitimate
44,16,20,2,0,3,4,0,0,1,0,0,phishing
40,15,17,1,0,0,5,0,0,1,0,0,legitimate
89,20,3,3,0,0,4,7,1,1,0,0,legitimate
91,12,7,2,0,2,3,1,2,1,0,0,legitimate
85,20,58,4,1,0,8,5,0,0,0,0,legitimate
61,21,33,2,3,0,7,8,0,0,0,0,phishing
42,13,22,3,1,0,6,0,0,0,0,0,legitimate
60,15,38,2,1,0,6,7,0,0,0,0,legitimate
64,15,5,2,0,0,4,7,2,0,0,0,legitimate
81,27,47,2,0,0,5,17,0,0,0,0,phishing
42,18,17,2,0,0,4,0,0,0,0,0,legitimate
63,55,1,2,0,0,3,0,0,0,0,0,legitimate
39,14,18,3,0,0,3,0,0,0,0,0,phishing
120,15,98,2,1,0,10,23,0,0,0,0,legitimate
30,22,1,2,0,0,3,0,0,0,0,0,phishing
153,12,14,5,0,0,5,38,5,1,0,1,legitimate
73,26,40,3,2,0,4,0,0,0,0,0,phishing
24,16,1,2,0,0,3,0,0,0,0,0,legitimate
174,43,101,2,2,5,7,19,2,1,1,0,phishing
96,14,74,2,11,0,5,13,0,1,0,0,legitimate
84,22,34,2,0,0,4,25,1,0,0,0,legitimate
32,13,12,2,0,0,4,0,0,0,0,0,phishing
28,20,1,2,1,0,3,0,0,0,0,0,legitimate
53,18,13,2,0,0,5,2,2,0,0,0,phishing
31,23,1,2,0,0,3,0,0,0,0,0,phishing
41,25,9,2,0,0,3,0,0,0,0,0,legitimate
40,19,14,2,1,0,3,0,0,0,0,0,legitimate
27,20,0,2,1,0,2,0,0,0,0,0,legitimate
41,33,1,3,3,0,3,1,0,0,0,0,legitimate
43,15,6,2,0,0,3,2,1,1,0,0,legitimate
89,23,58,3,1,0,10,10,0,1,0,0,legitimate
125,50,19,4,1,2,4,15,3,1,0,0,phishing
23,15,1,2,0,0,3,0,0,0,0,0,legitimate
39,16,15,2,0,0,3,0,0,1,0,0,phishing
24,17,0,2,1,0,2,0,0,0,0,0,phishing
27,5,15,1,0,0,3,0,0,0,0,0,legitimate
48,30,11,2,0,0,4,0,0,0,0,0,legitimate
48,35,1,2,3,0,3,1,1,1,0,0,legitimate
45,21,17,2,1,0,5,0,0,0,0,0,phishing
65,18,40,3,1,0,4,8,0,0,0,0,phishing
68,42,19,4,0,0,4,10,0,0,0,0,phishing
51,20,23,2,1,0,6,4,0,1,0,0,legitimate
61,25,29,2,1,0,4,10,0,0,0,0,phishing
26,18,1,3,0,0,3,0,0,0,0,0,phishing
39,25,6,2,0,0,4,0,0,1,0,0,legitimate
26,17,1,2,0,0,3,0,0,1,0,0,phishing
66,28,31,3,0,0,5,0,0,0,0,0,legitimate
29,20,1,2,0,0,3,0,0,1,0,0,legitimate
57,14,28,3,0,0,5,6,1,0,0,0,legitimate
18,11,0,1,1,0,2,0,0,0,0,0,legitimate
30,23,0,2,0,0,2,1,0,0,0,0,phishing
90,17,10,3,0,0,3,16,1,1,0,0,phishing
69,19,43,4,0,1,8,4,0,0,0,0,legitimate
66,21,38,3,3,0,3,0,0,0,0,0,phishing
43,15,6,2,0,0,3,0,1,1,0,0,legitimate
33,11,14,1,0,1,3,0,0,1,0,0,legitimate
36,27,1,2,0,0,3,2,0,1,0,0,legitimate
24,16,1,2,0,0,3,0,0,0,0,0,legitimate
28,20,1,1,1,0,3,0,0,0,0,0,legitimate
98,15,76,1,4,5,7,47,0,0,0,0,phishing
81,27,47,2,0,0,5,15,0,0,0,0,legitimate
35,28,0,2,0,0,2,1,0,0,0,0,phishing
176,13,30,6,1,3,6,43,4,0,0,0,phishing
38,17,13,2,0,0,4,0,0,1,0,0,phishing
26,11,8,1,0,0,4,2,0,0,0,0,phishing
48,20,21,2,0,0,5,0,0,0,0,0,phishing
40,16,17,2,0,0,4,0,0,0,0,0,legitimate
44,21,16,4,0,0,4,6,0,0,0,0,phishing
26,10,9,1,0,0,4,1,0,0,0,0,phishing
53,22,24,3,0,0,5,0,0,0,0,0,phishing
90,37,46,2,4,0,4,0,0,0,0,0,legitimate
36,28,1,2,0,0,3,0,0,0,0,0,phishing
51,18,25,3,0,0,4,0,0,1,0,0,phishing
28,19,1,2,1,0,3,0,0,1,0,0,legitimate
28,19,1,1,0,0,3,0,0,1,0,0,legitimate
63,10,46,1,0,0,6,23,0,0,0,0,legitimate
45,13,25,2,0,0,4,1,0,0,0,0,legitimate
40,19,14,2,1,0,4,0,0,0,0,0,legitimate
37,29,1,2,1,0,3,0,0,0,0,0,phishing
56,48,1,4,3,0,3,9,0,0,0,0,phishing
52,14,11,2,0,0,3,1,1,1,0,0,phishing
67,21,39,2,4,0,3,0,0,0,0,0,phishing
59,25,26,5,0,0,3,3,0,1,0,0,phishing
59,18,34,2,2,0,7,0,0,0,0,0,phishing
168,12,148,2,0,1,4,20,0,1,0,0,legitimate
23,16,0,2,0,0,2,0,0,0,0,0,phishing
128,50,20,4,1,2,5,19,3,1,0,0,phishing
39,13,18,2,2,0,3,0,0,1,0,0,phishing
51,21,23,2,0,1,4,5,0,0,0,0,phishing
60,26,26,5,0,0,3,2,0,1,0,0,phishing
25,14,4,2,1,0,4,0,0,0,0,0,legitimate
63,18,37,3,0,0,6,2,0,1,0,0,legitimate
53,18,28,3,0,0,5,0,0,0,0,0,phishing
44,37,0,2,0,0,2,4,0,0,0,0,phishing
36,28,1,2,0,0,3,0,0,0,0,0,phishing
81,25,49,3,5,0,5,6,0,0,0,0,phishing
53,44,1,4,3,0,3,9,0,1,0,0,phishing
64,11,35,2,1,0,6,8,1,1,0,0,legitimate
50,18,25,5,0,0,4,0,0,0,0,0,legitimate
55,13,34,1,0,2,4,0,0,1,0,0,phishing
38,13,18,2,0,0,4,0,0,0,0,0,phishing
21,13,1,3,0,0,3,10,0,0,0,0,legitimate
71,25,39,3,0,0,6,0,0,0,0,0,legitimate
119,16,95,2,7,0,7,16,0,1,0,0,legitimate
158,39,92,2,2,2,7,9,2,0,0,0,phishing
23,15,1,2,0,0,3,0,0,0,0,0,phishing
26,17,1,2,0,0,3,0,0,1,0,0,legitimate
53,35,10,4,0,0,4,14,0,1,0,0,phishing
70,26,37,3,0,0,6,3,0,0,0,0,legitimate
114,68,39,6,1,0,5,57,0,0,0,0,legitimate
39,16,16,3,0,0,4,4,0,0,0,0,phishing
80,72,1,2,2,0,3,0,0,0,0,0,phishing
61,14,40,1,4,0,8,4,0,0,0,0,phishing
31,11,13,1,1,0,3,0,0,0,0,0,legitimate
69,19,43,3,1,0,7,0,0,0,0,0,phishing
25,16,1,2,0,0,3,0,0,1,0,0,phishing
19,10,1,1,0,0,3,0,0,1,0,0,legitimate
90,23,60,5,0,0,7,21,0,0,0,0,phishing
76,27,42,3,1,0,4,12,0,0,0,0,legitimate
25,17,1,3,0,0,3,0,0,0,0,0,phishing
88,14,67,2,9,0,5,0,0,0,0,0,phishing
66,22,37,3,3,0,3,0,0,0,0,0,legitimate
42,20,15,2,0,0,3,0,0,0,0,0,legitimate
29,20,1,2,1,0,3,0,0,1,0,0,legitimate
37,14,15,2,0,0,4,0,0,1,0,0,legitimate
41,12,21,2,2,0,4,0,0,1,0,0,legitimate
56,22,27,2,0,1,5,0,0,0,0,0,legitimate
35,27,1,2,0,0,3,0,0,0,0,0,legitimate
41,28,1,2,0,2,3,0,0,1,0,1,legitimate
37,29,1,2,0,0,3,3,0,0,0,0,phishing
27,18,1,2,0,0,3,0,0,1,0,0,legitimate
33,24,1,2,0,0,3,0,0,1,0,0,legitimate
31,23,1,2,0,0,3,0,0,0,0,0,phishing
31,24,0,2,0,0,2,0,0,0,0,0,legitimate
37,29,1,4,0,0,3,3,0,0,0,0,legitimate
32,16,9,3,1,0,3,0,0,0,0,0,legitimate
51,18,26,3,1,0,5,6,0,0,0,0,phishing
73,25,12,3,0,1,5,0,1,0,0,0,phishing
39,20,7,2,0,2,3,0,0,1,0,1,legitimate
48,40,1,4,2,0,3,9,0,0,0,0,legitimate
54,27,20,3,2,0,4,6,0,0,0,0,phishing
26,17,1,2,1,0,3,4,0,1,0,0,phishing
126,61,10,3,4,2,3,36,1,0,0,0,phishing
19,11,1,2,0,0,3,3,0,0,0,0,phishing
17,8,1,1,0,0,3,0,0,1,0,0,phishing
166,11,148,2,1,0,4,24,0,0,0,0,phishing
20,12,1,2,0,0,3,4,0,0,0,0,phishing
121,21,93,3,0,0,17,45,0,0,0,0,legitimate
57,12,24,4,0,0,5,6,1,0,0,0,phishing
50,24,19,3,0,0,3,3,0,0,0,0,phishing
45,25,13,3,0,0,4,6,0,0,0,0,phishing
86,26,52,2,3,0,6,2,0,1,0,0,legitimate
120,23,80,2,2,3,7,10,1,1,0,0,phishing
51,42,1,4,2,0,3,3,0,1,0,0,phishing
66,17,42,2,4,0,5,4,0,0,0,0,phishing
123,46,19,5,0,2,4,14,3,1,0,0,phishing
111,17,87,3,8,0,6,7,0,0,0,0,phishing
54,11,35,2,0,0,4,11,0,1,0,0,legitimate
59,19,33,3,0,0,8,0,0,0,0,0,phishing
126,50,20,4,1,2,5,18,3,1,0,0,legitimate
80,12,24,4,0,0,5,10,3,0,0,0,phishing
127,50,19,4,1,2,4,26,3,1,0,0,phishing
53,18,28,2,2,0,4,0,0,0,0,0,phishing
31,23,1,2,0,0,3,0,0,0,0,0,phishing
92,17,68,4,1,2,8,7,0,0,0,0,phishing
299,23,59,5,1,0,9,126,1,1,0,0,legitimate
29,20,1,2,0,0,3,0,0,1,0,0,legitimate
21,14,0,2,0,0,2,0,0,0,0,0,phishing
75,22,46,2,0,0,7,0,0,0,0,0,phishing
41,9,25,1,1,0,4,0,0,0,0,0,legitimate
47,29,10,4,0,0,3,1,0,1,0,0,legitimate
54,20,27,3,1,0,5,0,0,0,0,0,phishing
66,18,41,2,3,0,4,0,0,0,0,0,legitimate
36,27,1,2,0,0,3,1,0,1,0,0,phishing
83,17,58,2,7,0,4,2,0,1,0,0,legitimate
29,20,1,2,0,0,3,0,0,1,0,0,legitimate
35,26,1,2,0,0,3,0,0,1,0,0,phishing
39,9,13,2,0,0,3,2,1,0,0,0,legitimate
61,12,42,1,0,0,6,21,0,0,0,0,legitimate
40,27,5,2,0,0,4,0,0,1,0,0,legitimate
415,16,392,2,1,0,4,52,0,0,0,0,phishing
52,19,25,2,0,0,5,1,0,1,0,0,phishing
36,27,1,2,0,0,3,0,0,1,0,0,phishing
69,21,41,3,1,0,6,0,0,0,0,0,phishing
30,21,1,2,0,0,3,0,0,1,0,0,phishing
45,24,13,2,1,0,3,0,0,1,0,0,legitimate
33,24,1,2,0,0,3,0,0,1,0,0,phishing
30,22,1,2,1,0,3,0,0,0,0,0,legitimate
57,20,30,2,4,0,4,0,0,0,0,0,phishing
32,23,1,2,0,0,3,0,0,1,0,0,legitimate
44,24,1,2,1,0,3,0,1,1,0,0,phishing
33,12,14,2,0,0,4,0,0,0,0,0,legitimate
22,13,1,2,0,0,3,0,0,1,0,0,legitimate
90,34,48,4,6,0,5,10,0,1,0,0,phishing
71,26,37,4,0,0,7,2,0,1,0,0,phishing
66,14,45,2,4,0,5,3,0,0,0,0,legitimate
26,17,1,2,1,0,3,0,0,1,0,0,legitimate
45,29,8,2,0,0,3,22,0,0,0,0,phishing
35,14,13,2,0,0,3,0,0,1,0,0,legitimate
63,10,46,3,0,0,4,0,0,0,0,0,legitimate
98,24,35,7,0,0,4,1,0,1,0,1,phishing
47,16,23,2,0,1,4,0,0,1,0,0,phishing
31,24,0,2,0,0,2,0,0,0,0,0,legitimate
121,21,93,2,13,0,7,9,0,0,0,0,phishing
21,13,1,3,0,0,3,10,0,0,0,0,legitimate
72,10,55,1,4,0,5,14,0,0,0,0,legitimate
198,15,176,2,1,0,4,28,0,0,0,0,legitimate
53,26,20,2,1,0,4,3,0,0,0,0,phishing
55,27,21,3,0,1,3,1,0,0,0,0,legitimate
27,11,9,1,0,0,4,0,0,0,0,0,phishing
91,22,62,2,1,0,7,25,0,0,0,0,phishing
43,34,1,2,2,0,3,5,0,1,0,0,legitimate
80,21,52,2,4,0,6,6,0,0,0,0,phishing
33,16,9,2,0,0,4,0,0,1,0,0,phishing
66,8,51,2,0,0,5,10,0,0,0,0,phishing
26,17,1,2,0,0,3,0,0,1,0,0,legitimate
103,22,12,3,0,0,3,31,3,1,0,0,legitimate
127,50,20,4,1,2,5,17,3,0,0,0,legitimate
56,21,28,2,0,3,3,1,0,0,0,0,legitimate
36,27,1,2,0,0,3,0,0,1,0,0,phishing
83,20,55,3,4,0,5,6,0,1,0,0,phishing
67,30,30,6,0,0,4,0,0,0,0,0,legitimate
33,24,1,2,2,0,3,0,0,1,0,0,legitimate
65,31,26,5,0,0,3,3,0,1,0,0,legitimate
32,23,1,3,0,0,3,0,0,1,0,0,phishing
53,21,25,2,0,0,6,1,0,0,0,0,phishing
36,28,1,2,2,0,3,0,0,0,0,0,phishing
36,20,9,3,0,0,3,0,0,0,0,0,legitimate
35,26,1,3,0,0,3,0,0,1,0,0,phishing
27,19,1,2,0,0,3,0,0,0,0,0,phishing
43,15,6,2,0,0,3,1,1,1,0,0,phishing
218,12,24,4,0,0,5,36,10,0,0,0,legitimate
53,17,29,2,1,0,4,10,0,0,0,0,legitimate
32,23,1,2,0,0,3,0,0,1,0,0,legitimate
30,22,0,2,1,0,2,1,0,1,0,0,phishing
83,31,45,2,5,0,6,0,0,0,0,0,phishing
117,42,20,4,0,2,5,15,3,0,0,0,legitimate
36,28,0,2,1,0,2,0,0,1,0,0,phishing
26,17,1,2,1,0,3,0,0,1,0,0,legitimate
47,22,17,2,1,0,5,0,0,1,0,0,phishing
92,20,24,2,2,0,5,32,1,0,0,0,phishing
23,7,8,1,0,0,3,1,0,1,0,0,legitimate
207,27,14,3,1,1,4,60,3,1,0,0,phishing
35,28,0,2,0,0,2,0,0,0,0,0,phishing
32,17,7,2,0,0,4,0,0,1,0,0,phishing
33,14,11,2,0,0,3,2,0,1,0,0,phishing
71,22,41,3,2,0,4,0,0,1,0,0,legitimate
39,18,14,2,1,0,3,0,0,0,0,0,legitimate
60,15,38,2,0,0,8,0,0,0,0,0,phishing
24,16,0,2,0,0,2,0,0,1,0,0,
76,19,50,2,5,0,4,0,0,0,0,0,legitimate
22,14,1,2,0,0,3,0,0,0,0,0,legitimate
31,22,1,1,0,0,3,2,0,1,0,0,phishing
43,18,17,1,0,0,6,4,0,1,0,0,legitimate
40,32,1,3,0,0,3,0,0,0,0,0,legitimate
33,25,1,3,0,0,3,0,0,0,0,0,legitimate
102,14,80,4,7,0,8,13,0,1,0,0,phishing
23,14,1,2,0,0,3,0,0,1,0,0,phishing
74,58,9,4,0,0,4,4,0,0,0,0,phishing
49,10,32,3,0,0,4,0,0,0,0,0,legitimate
115,53,55,6,4,0,6,4,0,0,0,0,legitimate
20,12,1,2,0,0,3,0,0,0,0,0,phishing
33,25,1,2,0,0,3,0,0,0,0,0,phishing
25,16,1,2,0,0,3,0,0,1,0,0,legitimate
97,26,64,2,2,0,8,25,0,0,0,0,phishing
93,17,69,1,8,0,5,8,0,0,0,0,phishing
31,24,0,2,0,0,2,0,0,0,0,0,legitimate
80,34,39,3,0,0,4,6,0,0,0,0,legitimate
120,13,100,3,9,0,10,12,0,0,0,0,phishing
37,22,8,2,0,0,4,0,0,0,0,0,legitimate
56,37,11,3,1,0,4,0,0,1,0,0,phishing
43,22,13,2,0,0,5,0,0,1,0,0,phishing
66,14,45,2,0,3,6,0,0,0,0,0,legitimate
119,20,92,2,8,0,5,14,0,0,0,0,legitimate
60,20,33,2,0,0,3,17,0,0,0,0,phishing
44,14,23,3,2,0,4,0,0,0,0,0,phishing
127,15,104,2,2,0,7,13,0,1,0,0,legitimate
33,16,9,2,0,0,4,0,0,1,0,0,legitimate
29,20,1,2,0,0,3,0,0,1,0,0,phishing
85,18,60,2,8,0,5,14,0,0,0,0,legitimate
61,22,32,3,0,3,4,0,0,0,0,0,phishing
51,20,24,2,1,0,6,0,0,0,0,0,legitimate
56,39,10,4,2,0,3,4,0,0,0,0,legitimate
50,16,26,2,0,2,4,0,0,1,0,0,legitimate
33,24,1,2,1,0,3,0,0,1,0,0,legitimate
27,20,0,2,1,0,2,0,0,0,0,0,phishing
97,11,28,3,1,1,6,5,2,1,0,0,phishing
46,15,23,2,0,0,4,0,0,1,0,0,legitimate
28,20,1,2,0,0,3,0,0,0,0,0,legitimate
50,17,26,3,0,0,6,0,0,0,0,0,legitimate
98,18,73,1,2,0,6,30,0,0,0,0,phishing
21,9,5,1,0,0,3,0,0,0,0,0,legitimate
44,35,1,2,0,0,3,0,0,1,0,0,legitimate
38,12,18,1,0,0,4,0,0,1,0,0,phishing
30,21,1,2,0,0,3,1,0,1,0,0,phishing
139,54,19,5,1,2,4,21,3,1,0,0,phishing
77,23,47,1,0,0,5,23,0,0,0,0,legitimate
45,16,22,3,0,0,4,8,0,0,0,0,phishing
65,10,48,3,0,0,8,6,0,0,0,0,phishing
62,29,26,5,0,0,5,1,0,0,0,0,phishing
22,11,4,1,0,0,3,0,0,0,0,0,phishing
115,11,97,2,1,6,8,12,0,0,0,0,legitimate
55,8,22,4,0,0,6,4,1,0,0,0,phishing
25,17,1,2,0,0,3,0,0,0,0,0,phishing
27,19,1,2,0,0,3,0,0,0,0,0,phishing
35,18,10,1,1,0,4,0,0,0,0,0,legitimate
56,20,29,3,0,3,3,0,0,0,0,0,phishing
82,23,51,2,7,0,4,0,0,1,0,0,legitimate
33,24,1,2,0,0,3,0,0,1,0,0,legitimate
38,29,1,2,1,0,3,4,0,1,0,0,legitimate
436,14,60,3,2,0,11,190,1,0,0,0,legitimate
45,34,4,4,0,0,3,8,0,0,0,0,legitimate
62,16,39,3,0,0,7,0,0,0,0,0,legitimate
53,20,25,3,2,0,3,0,0,1,0,0,phishing
42,34,1,2,0,0,3,0,0,0,0,0,phishing
53,45,0,2,0,0,2,0,0,1,0,0,phishing
23,14,1,1,0,0,3,0,0,1,0,0,phishing
29,20,1,2,0,0,3,0,0,1,0,0,legitimate
76,17,52,3,6,0,4,5,0,0,0,0,legitimate
108,30,11,3,0,0,7,6,4,1,0,0,phishing
47,14,26,3,0,0,6,0,0,0,0,0,legitimate
35,28,0,2,0,0,2,1,0,0,0,0,legitimate
36,15,14,3,0,0,4,0,0,0,0,0,legitimate
61,14,40,1,0,0,5,4,0,0,0,0,phishing
79,21,51,2,2,0,4,8,0,0,0,0,phishing
171,20,116,6,0,2,7,26,2,0,0,0,phishing
24,15,1,2,0,0,3,0,0,1,0,0,phishing
29,20,1,2,0,0,3,0,0,1,0,0,legitimate
47,18,21,3,0,1,4,0,0,1,0,0,legitimate
76,50,19,4,1,0,4,10,0,0,0,0,phishing
62,13,42,4,1,0,8,16,0,0,0,0,legitimate
58,15,36,2,4,0,5,4,0,0,0,0,legitimate
65,12,6,2,0,0,5,4,1,0,0,0,legitimate
34,22,4,2,0,0,4,0,0,1,0,0,phishing
